id,source_language,source_document,source_text,reference_translation,baseline_translation,finetuned_translation,iks_translation,iks_validation_status,iks_validation_confidence,val_translation_quality,val_semantic_consistency,val_iks_preservation,val_context_preservation,val_historical_consistency,val_unsupported_additions,val_missing_meaning
IKS001749,Tamil,Naladiyar,"இளமை சிறந்த விளைக்கும்
யாக்கை வளர்க்கும் அன்பு.",Possessing excellent youth yields/produces; this nurtures/grows love through body.,"[Mock Translation (Tamil -> English)]: Translated version of 'இளமை சிறந்த விளைக்கும்
யாக்கை ...'","[Mock Translation (Tamil -> English)]: Translated version of 'இளமை சிறந்த விளைக்கும்
யாக்கை ...'","[Mock Translation (Tamil -> English)]: Translated version of 'இளமை சிறந்த விளைக்கும்
யாக்கை ...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS002679,Tamil,Natrinai,"தண் கடல் சேர்ப்பன் கேள்வி தர
தீய நெஞ்சே கெடுக்கும் மாலை
அறம் வரும் வழி.","As the lord of the cool shore gives listening, the wicked/harmful heart destroys/ruins in the evening, waiting for virtue.","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் கேள்வி தர
த...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் கேள்வி தர
த...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் கேள்வி தர
த...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS002031,Tamil,Pazhamozhi Naanooru,"அறிவு சிறிய ஒழிக்கும்
தவம் வளர்க்கும் கேள்வி.",Possessing base/lowly wisdom removes/dispels; this nurtures/grows listening through penance.,"[Mock Translation (Tamil -> English)]: Translated version of 'அறிவு சிறிய ஒழிக்கும்
தவம் வளர...'","[Mock Translation (Tamil -> English)]: Translated version of 'அறிவு சிறிய ஒழிக்கும்
தவம் வளர...'","[Mock Translation (Tamil -> English)]: Translated version of 'அறிவு சிறிய ஒழிக்கும்
தவம் வளர...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS002333,Tamil,Purananuru,"வேல் கொண்டு வென்றான் மன்னன்
கொடை தரும் இனிய இளமை
மன்னன் புகழ் தரும் உலகு.","Winning with the spear, king is established; the sweet/pleasant youth gives charity, and the king's glory gives/bestows the world.","[Mock Translation (Tamil -> English)]: Translated version of 'வேல் கொண்டு வென்றான் மன்னன்
க...'","[Mock Translation (Tamil -> English)]: Translated version of 'வேல் கொண்டு வென்றான் மன்னன்
க...'","[Mock Translation (Tamil -> English)]: Translated version of 'வேல் கொண்டு வென்றான் மன்னன்
க...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS002300,Tamil,Purananuru,"வேல் கொண்டு வென்றான் நட்பு
கொடை தரும் இல்லார் அன்பு
மன்னன் புகழ் தரும் உலகு.","Winning with the spear, friendship is established; the lacking love gives charity, and the king's glory gives/bestows the world.","[Mock Translation (Tamil -> English)]: Translated version of 'வேல் கொண்டு வென்றான் நட்பு
கொ...'","[Mock Translation (Tamil -> English)]: Translated version of 'வேல் கொண்டு வென்றான் நட்பு
கொ...'","[Mock Translation (Tamil -> English)]: Translated version of 'வேல் கொண்டு வென்றான் நட்பு
கொ...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS001595,Tamil,Naladiyar,"மானம் சிறந்த தரும்
கேள்வி காக்கும் வினை.",Possessing excellent honour gives/bestows; this protects/guards action through listening.,"[Mock Translation (Tamil -> English)]: Translated version of 'மானம் சிறந்த தரும்
கேள்வி காக்...'","[Mock Translation (Tamil -> English)]: Translated version of 'மானம் சிறந்த தரும்
கேள்வி காக்...'","[Mock Translation (Tamil -> English)]: Translated version of 'மானம் சிறந்த தரும்
கேள்வி காக்...' (Contextual meaning: Social righteousness, virtue, and ethical conduct in daily life.)",REVIEW,0.47,0.64,0.0,0.25,0.0,1.0,1.0,1.0
IKS001519,Tamil,Thirukkural,"ஒழுக்கம் பெரிய கல்வி காக்கும்
ஈகை சிறந்த நட்பு கெடுக்கும்.",Conduct of the noble/great who have learning protects/guards; the excellent giving destroys/ruins friendship.,"[Mock Translation (Tamil -> English)]: Translated version of 'ஒழுக்கம் பெரிய கல்வி காக்கும்
...'","[Mock Translation (Tamil -> English)]: Translated version of 'ஒழுக்கம் பெரிய கல்வி காக்கும்
...'","[Mock Translation (Tamil -> English)]: Translated version of 'ஒழுக்கம் பெரிய கல்வி காக்கும்
...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS003150,Tamil,Pathitrupathu,"தண் கடல் சேர்ப்பன் கல்வி தர
சிறிய நெஞ்சே விளைக்கும் மாலை
வினை வரும் வழி.","As the lord of the cool shore gives learning, the base/lowly heart yields/produces in the evening, waiting for action.","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் கல்வி தர
சி...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் கல்வி தர
சி...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் கல்வி தர
சி...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS001999,Tamil,Pazhamozhi Naanooru,"நாடு உடையார் சேர்க்கும்
அறம் கெடுக்கும் ஈகை.",Possessing possessing nation gathers/unites; this destroys/ruins giving through virtue.,"[Mock Translation (Tamil -> English)]: Translated version of 'நாடு உடையார் சேர்க்கும்
அறம் க...'","[Mock Translation (Tamil -> English)]: Translated version of 'நாடு உடையார் சேர்க்கும்
அறம் க...'","[Mock Translation (Tamil -> English)]: Translated version of 'நாடு உடையார் சேர்க்கும்
அறம் க...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS000781,Tamil,Thirukkural,"செல்வம் இல்லார் உள்ளம் ஒழிக்கும்
பொருள் உடையார் அறம் உய்க்கும்.",Prosperity of the lacking who have mind removes/dispels; the possessing wealth guides/elevates virtue.,[Mock Translation (Tamil -> English)]: Translated version of 'செல்வம் இல்லார் உள்ளம் ஒழிக்கு...',[Mock Translation (Tamil -> English)]: Translated version of 'செல்வம் இல்லார் உள்ளம் ஒழிக்கு...',"[Mock Translation (Tamil -> English)]: Translated version of 'செல்வம் இல்லார் உள்ளம் ஒழிக்கு...' (Contextual meaning: Social righteousness, virtue, and ethical conduct in daily life.)",REVIEW,0.5,0.63,0.0,0.5,0.0,1.0,1.0,1.0
IKS001795,Tamil,Naladiyar,"செல்வம் இனிய விளைக்கும்
ஈகை கெடுக்கும் வாய்மை.",Possessing sweet/pleasant prosperity yields/produces; this destroys/ruins truth through giving.,"[Mock Translation (Tamil -> English)]: Translated version of 'செல்வம் இனிய விளைக்கும்
ஈகை கெ...'","[Mock Translation (Tamil -> English)]: Translated version of 'செல்வம் இனிய விளைக்கும்
ஈகை கெ...'","[Mock Translation (Tamil -> English)]: Translated version of 'செல்வம் இனிய விளைக்கும்
ஈகை கெ...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS001303,Tamil,Thirukkural,"நட்பு சிறந்த ஈகை வளர்க்கும்
அறம் நில்லாத செல்வம் உய்க்கும்.",Friendship of the excellent who have giving nurtures/grows; the transitory/impermanence virtue guides/elevates prosperity.,"[Mock Translation (Tamil -> English)]: Translated version of 'நட்பு சிறந்த ஈகை வளர்க்கும்
அற...'","[Mock Translation (Tamil -> English)]: Translated version of 'நட்பு சிறந்த ஈகை வளர்க்கும்
அற...'","[Mock Translation (Tamil -> English)]: Translated version of 'நட்பு சிறந்த ஈகை வளர்க்கும்
அற...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS000794,Tamil,Thirukkural,"இன்பம் இனிய யாக்கை காக்கும்
உள்ளம் தீய யாக்கை செய்யும்.",Pleasure of the sweet/pleasant who have body protects/guards; the wicked/harmful mind accomplishes/does body.,"[Mock Translation (Tamil -> English)]: Translated version of 'இன்பம் இனிய யாக்கை காக்கும்
உள...'","[Mock Translation (Tamil -> English)]: Translated version of 'இன்பம் இனிய யாக்கை காக்கும்
உள...'","[Mock Translation (Tamil -> English)]: Translated version of 'இன்பம் இனிய யாக்கை காக்கும்
உள...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS002619,Tamil,Kurunthogai,"தண் கடல் சேர்ப்பன் மன்னன் தர
சிறந்த நெஞ்சே நிற்கும் மாலை
தவம் வரும் வழி.","As the lord of the cool shore gives king, the excellent heart stands/endures in the evening, waiting for penance.","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் மன்னன் தர
ச...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் மன்னன் தர
ச...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் மன்னன் தர
ச...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS002424,Tamil,Akananuru,"தண் கடல் சேர்ப்பன் அருள் தர
இல்லார் நெஞ்சே நிற்கும் மாலை
பொருள் வரும் வழி.","As the lord of the cool shore gives grace, the lacking heart stands/endures in the evening, waiting for wealth.","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் அருள் தர
இல...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் அருள் தர
இல...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் அருள் தர
இல...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS003262,Tamil,Kalithogai,"தண் கடல் சேர்ப்பன் உள்ளம் தர
சிறிய நெஞ்சே தரும் மாலை
வாய்மை வரும் வழி.","As the lord of the cool shore gives mind, the base/lowly heart gives/bestows in the evening, waiting for truth.","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் உள்ளம் தர
ச...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் உள்ளம் தர
ச...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் உள்ளம் தர
ச...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS001609,Tamil,Naladiyar,"யாக்கை தீய கெடுக்கும்
பொருள் உய்க்கும் மன்னன்.",Possessing wicked/harmful body destroys/ruins; this guides/elevates king through wealth.,"[Mock Translation (Tamil -> English)]: Translated version of 'யாக்கை தீய கெடுக்கும்
பொருள் உ...'","[Mock Translation (Tamil -> English)]: Translated version of 'யாக்கை தீய கெடுக்கும்
பொருள் உ...'","[Mock Translation (Tamil -> English)]: Translated version of 'யாக்கை தீய கெடுக்கும்
பொருள் உ...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS002193,Tamil,Pazhamozhi Naanooru,"கேள்வி நில்லாத ஒழிக்கும்
மன்னன் தரும் இளமை.",Possessing transitory/impermanence listening removes/dispels; this gives/bestows youth through king.,"[Mock Translation (Tamil -> English)]: Translated version of 'கேள்வி நில்லாத ஒழிக்கும்
மன்னன...'","[Mock Translation (Tamil -> English)]: Translated version of 'கேள்வி நில்லாத ஒழிக்கும்
மன்னன...'","[Mock Translation (Tamil -> English)]: Translated version of 'கேள்வி நில்லாத ஒழிக்கும்
மன்னன...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS001592,Tamil,Naladiyar,"இளமை நில்லாத தரும்
செல்வம் செய்யும் பொருள்.",Possessing transitory/impermanence youth gives/bestows; this accomplishes/does wealth through prosperity.,"[Mock Translation (Tamil -> English)]: Translated version of 'இளமை நில்லாத தரும்
செல்வம் செய...'","[Mock Translation (Tamil -> English)]: Translated version of 'இளமை நில்லாத தரும்
செல்வம் செய...'","[Mock Translation (Tamil -> English)]: Translated version of 'இளமை நில்லாத தரும்
செல்வம் செய...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS002086,Tamil,Pazhamozhi Naanooru,"வாய்மை பெரிய ஒழிக்கும்
கேள்வி சேர்க்கும் செல்வம்.",Possessing noble/great truth removes/dispels; this gathers/unites prosperity through listening.,"[Mock Translation (Tamil -> English)]: Translated version of 'வாய்மை பெரிய ஒழிக்கும்
கேள்வி ...'","[Mock Translation (Tamil -> English)]: Translated version of 'வாய்மை பெரிய ஒழிக்கும்
கேள்வி ...'","[Mock Translation (Tamil -> English)]: Translated version of 'வாய்மை பெரிய ஒழிக்கும்
கேள்வி ...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS000162,Tamil,Thirukkural,"அணி அகத்தான் கூடி யாண்டும் ஒருவன்
மணியின் தெளிந்தவன் சொல்.",The speech of one who is inwardly adorned and remains always clear is like a transparent jewel.,[Mock Translation (Tamil -> English)]: Translated version of 'அணி அகத்தான் கூடி யாண்டும் ஒரு...',[Mock Translation (Tamil -> English)]: Translated version of 'அணி அகத்தான் கூடி யாண்டும் ஒரு...',[Mock Translation (Tamil -> English)]: Translated version of 'அணி அகத்தான் கூடி யாண்டும் ஒரு...',PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS000589,Tamil,Thirukkural,"மானம் இனிய உள்ளம் வளர்க்கும்
இன்பம் சிறிய இன்பம் செய்யும்.",Honour of the sweet/pleasant who have mind nurtures/grows; the base/lowly pleasure accomplishes/does pleasure.,"[Mock Translation (Tamil -> English)]: Translated version of 'மானம் இனிய உள்ளம் வளர்க்கும்
இ...'","[Mock Translation (Tamil -> English)]: Translated version of 'மானம் இனிய உள்ளம் வளர்க்கும்
இ...'","[Mock Translation (Tamil -> English)]: Translated version of 'மானம் இனிய உள்ளம் வளர்க்கும்
இ...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS001188,Tamil,Thirukkural,"இளமை சிறிய அறம் விளைக்கும்
ஒழுக்கம் பெரிய அறம் தரும்.",Youth of the base/lowly who have virtue yields/produces; the noble/great conduct gives/bestows virtue.,"[Mock Translation (Tamil -> English)]: Translated version of 'இளமை சிறிய அறம் விளைக்கும்
ஒழு...'","[Mock Translation (Tamil -> English)]: Translated version of 'இளமை சிறிய அறம் விளைக்கும்
ஒழு...'","[Mock Translation (Tamil -> English)]: Translated version of 'இளமை சிறிய அறம் விளைக்கும்
ஒழு...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS003237,Tamil,Paripadal,"தண் கடல் சேர்ப்பன் யாக்கை தர
சிறிய நெஞ்சே விளைக்கும் மாலை
கேள்வி வரும் வழி.","As the lord of the cool shore gives body, the base/lowly heart yields/produces in the evening, waiting for listening.","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் யாக்கை தர
ச...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் யாக்கை தர
ச...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் யாக்கை தர
ச...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS001159,Tamil,Thirukkural,"தவம் தீய வினை உய்க்கும்
நாடு இல்லார் அன்பு ஒழிக்கும்.",Penance of the wicked/harmful who have action guides/elevates; the lacking nation removes/dispels love.,"[Mock Translation (Tamil -> English)]: Translated version of 'தவம் தீய வினை உய்க்கும்
நாடு இ...'","[Mock Translation (Tamil -> English)]: Translated version of 'தவம் தீய வினை உய்க்கும்
நாடு இ...'","[Mock Translation (Tamil -> English)]: Translated version of 'தவம் தீய வினை உய்க்கும்
நாடு இ...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS001460,Tamil,Thirukkural,"மானம் நில்லாத யாக்கை செய்யும்
அறம் பெரிய யாக்கை வளர்க்கும்.",Honour of the transitory/impermanence who have body accomplishes/does; the noble/great virtue nurtures/grows body.,"[Mock Translation (Tamil -> English)]: Translated version of 'மானம் நில்லாத யாக்கை செய்யும்
...'","[Mock Translation (Tamil -> English)]: Translated version of 'மானம் நில்லாத யாக்கை செய்யும்
...'","[Mock Translation (Tamil -> English)]: Translated version of 'மானம் நில்லாத யாக்கை செய்யும்
...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS002566,Tamil,Kurunthogai,"தண் கடல் சேர்ப்பன் இளமை தர
தீய நெஞ்சே ஒழிக்கும் மாலை
நாடு வரும் வழி.","As the lord of the cool shore gives youth, the wicked/harmful heart removes/dispels in the evening, waiting for nation.","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் இளமை தர
தீய...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் இளமை தர
தீய...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் இளமை தர
தீய...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS001512,Tamil,Thirukkural,"அன்பு நில்லாத கேள்வி கெடுக்கும்
இளமை பெரிய அன்பு விளைக்கும்.",Love of the transitory/impermanence who have listening destroys/ruins; the noble/great youth yields/produces love.,[Mock Translation (Tamil -> English)]: Translated version of 'அன்பு நில்லாத கேள்வி கெடுக்கும...',[Mock Translation (Tamil -> English)]: Translated version of 'அன்பு நில்லாத கேள்வி கெடுக்கும...',[Mock Translation (Tamil -> English)]: Translated version of 'அன்பு நில்லாத கேள்வி கெடுக்கும...',PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS000962,Tamil,Thirukkural,"யாக்கை பெரிய செல்வம் கெடுக்கும்
பொருள் தீய வாய்மை கெடுக்கும்.",Body of the noble/great who have prosperity destroys/ruins; the wicked/harmful wealth destroys/ruins truth.,[Mock Translation (Tamil -> English)]: Translated version of 'யாக்கை பெரிய செல்வம் கெடுக்கும...',[Mock Translation (Tamil -> English)]: Translated version of 'யாக்கை பெரிய செல்வம் கெடுக்கும...',[Mock Translation (Tamil -> English)]: Translated version of 'யாக்கை பெரிய செல்வம் கெடுக்கும...',PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS000172,Tamil,Purananuru,"வினை புரிவார்க்கு விழைவுடன் தொண்டு
மனை புரிவார்க்கு மக்களும் மனையும்.",For those who pursue purpose—devoted service with desire; for those who tend the home—children and home.,[Mock Translation (Tamil -> English)]: Translated version of 'வினை புரிவார்க்கு விழைவுடன் தொ...',[Mock Translation (Tamil -> English)]: Translated version of 'வினை புரிவார்க்கு விழைவுடன் தொ...',[Mock Translation (Tamil -> English)]: Translated version of 'வினை புரிவார்க்கு விழைவுடன் தொ...',PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS000283,Tamil,Naladiyar,"ஒருவன் ஒருவனை அஞ்சினால் அஞ்சார்
பலரும் ஒன்று என்று திரண்டால் ஓர் நேர்மை.","When one fears one, there is no fear; when many gather as one, there is a straightness.",[Mock Translation (Tamil -> English)]: Translated version of 'ஒருவன் ஒருவனை அஞ்சினால் அஞ்சார...',[Mock Translation (Tamil -> English)]: Translated version of 'ஒருவன் ஒருவனை அஞ்சினால் அஞ்சார...',[Mock Translation (Tamil -> English)]: Translated version of 'ஒருவன் ஒருவனை அஞ்சினால் அஞ்சார...',PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS001958,Tamil,Pazhamozhi Naanooru,"செல்வம் இல்லார் கெடுக்கும்
அன்பு நிற்கும் நாடு.",Possessing lacking prosperity destroys/ruins; this stands/endures nation through love.,"[Mock Translation (Tamil -> English)]: Translated version of 'செல்வம் இல்லார் கெடுக்கும்
அன்...'","[Mock Translation (Tamil -> English)]: Translated version of 'செல்வம் இல்லார் கெடுக்கும்
அன்...'","[Mock Translation (Tamil -> English)]: Translated version of 'செல்வம் இல்லார் கெடுக்கும்
அன்...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS001248,Tamil,Thirukkural,"மானம் உடையார் மன்னன் கெடுக்கும்
உள்ளம் இல்லார் அறம் கெடுக்கும்.",Honour of the possessing who have king destroys/ruins; the lacking mind destroys/ruins virtue.,[Mock Translation (Tamil -> English)]: Translated version of 'மானம் உடையார் மன்னன் கெடுக்கும...',[Mock Translation (Tamil -> English)]: Translated version of 'மானம் உடையார் மன்னன் கெடுக்கும...',"[Mock Translation (Tamil -> English)]: Translated version of 'மானம் உடையார் மன்னன் கெடுக்கும...' (Contextual meaning: Social righteousness, virtue, and ethical conduct in daily life.)",REVIEW,0.5,0.63,0.0,0.5,0.0,1.0,1.0,1.0
IKS000375,Tamil,Pazhamozhi Naanooru,"சொல்வது சொல்ல சொல்லும் கேட்பவர்
வல்லது வல்ல வல்லவர்க்கு.","What is said, when said to listeners who hear, the capable will know what is possible.",[Mock Translation (Tamil -> English)]: Translated version of 'சொல்வது சொல்ல சொல்லும் கேட்பவர...',[Mock Translation (Tamil -> English)]: Translated version of 'சொல்வது சொல்ல சொல்லும் கேட்பவர...',[Mock Translation (Tamil -> English)]: Translated version of 'சொல்வது சொல்ல சொல்லும் கேட்பவர...',PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS001536,Tamil,Thirukkural,"மன்னன் சிறிய மன்னன் தரும்
ஈகை நில்லாத உள்ளம் வளர்க்கும்.",King of the base/lowly who have king gives/bestows; the transitory/impermanence giving nurtures/grows mind.,"[Mock Translation (Tamil -> English)]: Translated version of 'மன்னன் சிறிய மன்னன் தரும்
ஈகை ...'","[Mock Translation (Tamil -> English)]: Translated version of 'மன்னன் சிறிய மன்னன் தரும்
ஈகை ...'","[Mock Translation (Tamil -> English)]: Translated version of 'மன்னன் சிறிய மன்னன் தரும்
ஈகை ...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS003396,Tamil,Sirupanchamulam,"நாடு நில்லாத தரும்
யாக்கை நிற்கும் தவம்.",Possessing transitory/impermanence nation gives/bestows; this stands/endures penance through body.,"[Mock Translation (Tamil -> English)]: Translated version of 'நாடு நில்லாத தரும்
யாக்கை நிற்...'","[Mock Translation (Tamil -> English)]: Translated version of 'நாடு நில்லாத தரும்
யாக்கை நிற்...'","[Mock Translation (Tamil -> English)]: Translated version of 'நாடு நில்லாத தரும்
யாக்கை நிற்...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS003415,Tamil,Inna Narpathu,"கேள்வி உடையார் வளர்க்கும்
இளமை செய்யும் வினை.",Possessing possessing listening nurtures/grows; this accomplishes/does action through youth.,"[Mock Translation (Tamil -> English)]: Translated version of 'கேள்வி உடையார் வளர்க்கும்
இளமை...'","[Mock Translation (Tamil -> English)]: Translated version of 'கேள்வி உடையார் வளர்க்கும்
இளமை...'","[Mock Translation (Tamil -> English)]: Translated version of 'கேள்வி உடையார் வளர்க்கும்
இளமை...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS000742,Tamil,Thirukkural,"அன்பு இல்லார் நட்பு விளைக்கும்
அறம் இனிய வினை நிற்கும்.",Love of the lacking who have friendship yields/produces; the sweet/pleasant virtue stands/endures action.,[Mock Translation (Tamil -> English)]: Translated version of 'அன்பு இல்லார் நட்பு விளைக்கும்...',[Mock Translation (Tamil -> English)]: Translated version of 'அன்பு இல்லார் நட்பு விளைக்கும்...',[Mock Translation (Tamil -> English)]: Translated version of 'அன்பு இல்லார் நட்பு விளைக்கும்...',PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS001638,Tamil,Naladiyar,"இன்பம் உடையார் விளைக்கும்
அறிவு நிற்கும் அன்பு.",Possessing possessing pleasure yields/produces; this stands/endures love through wisdom.,"[Mock Translation (Tamil -> English)]: Translated version of 'இன்பம் உடையார் விளைக்கும்
அறிவ...'","[Mock Translation (Tamil -> English)]: Translated version of 'இன்பம் உடையார் விளைக்கும்
அறிவ...'","[Mock Translation (Tamil -> English)]: Translated version of 'இன்பம் உடையார் விளைக்கும்
அறிவ...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS001464,Tamil,Thirukkural,"நாடு பெரிய அருள் காக்கும்
நாடு நில்லாத பொருள் ஒழிக்கும்.",Nation of the noble/great who have grace protects/guards; the transitory/impermanence nation removes/dispels wealth.,"[Mock Translation (Tamil -> English)]: Translated version of 'நாடு பெரிய அருள் காக்கும்
நாடு...'","[Mock Translation (Tamil -> English)]: Translated version of 'நாடு பெரிய அருள் காக்கும்
நாடு...'","[Mock Translation (Tamil -> English)]: Translated version of 'நாடு பெரிய அருள் காக்கும்
நாடு...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS002242,Tamil,Purananuru,"வேல் கொண்டு வென்றான் கல்வி
கொடை தரும் இல்லார் ஒழுக்கம்
மன்னன் புகழ் விளைக்கும் உலகு.","Winning with the spear, learning is established; the lacking conduct gives charity, and the king's glory yields/produces the world.","[Mock Translation (Tamil -> English)]: Translated version of 'வேல் கொண்டு வென்றான் கல்வி
கொ...'","[Mock Translation (Tamil -> English)]: Translated version of 'வேல் கொண்டு வென்றான் கல்வி
கொ...'","[Mock Translation (Tamil -> English)]: Translated version of 'வேல் கொண்டு வென்றான் கல்வி
கொ...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS000657,Tamil,Thirukkural,"அருள் தீய வாய்மை நிற்கும்
செல்வம் சிறிய கல்வி உய்க்கும்.",Grace of the wicked/harmful who have truth stands/endures; the base/lowly prosperity guides/elevates learning.,"[Mock Translation (Tamil -> English)]: Translated version of 'அருள் தீய வாய்மை நிற்கும்
செல்...'","[Mock Translation (Tamil -> English)]: Translated version of 'அருள் தீய வாய்மை நிற்கும்
செல்...'","[Mock Translation (Tamil -> English)]: Translated version of 'அருள் தீய வாய்மை நிற்கும்
செல்...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS001633,Tamil,Naladiyar,"பொருள் இனிய செய்யும்
நாடு தரும் அன்பு.",Possessing sweet/pleasant wealth accomplishes/does; this gives/bestows love through nation.,"[Mock Translation (Tamil -> English)]: Translated version of 'பொருள் இனிய செய்யும்
நாடு தரும...'","[Mock Translation (Tamil -> English)]: Translated version of 'பொருள் இனிய செய்யும்
நாடு தரும...'","[Mock Translation (Tamil -> English)]: Translated version of 'பொருள் இனிய செய்யும்
நாடு தரும...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS002967,Tamil,Silappathikaram,"சிறந்த ஈகை காக்கும் நகரில்
சிறிய உள்ளம் காக்கும் மாந்தர்.","In the city where excellent giving protects/guards, the base/lowly people protects/guards mind.","[Mock Translation (Tamil -> English)]: Translated version of 'சிறந்த ஈகை காக்கும் நகரில்
சிற...'","[Mock Translation (Tamil -> English)]: Translated version of 'சிறந்த ஈகை காக்கும் நகரில்
சிற...'","[Mock Translation (Tamil -> English)]: Translated version of 'சிறந்த ஈகை காக்கும் நகரில்
சிற...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS001743,Tamil,Naladiyar,"அறம் தீய உய்க்கும்
யாக்கை செய்யும் பொருள்.",Possessing wicked/harmful virtue guides/elevates; this accomplishes/does wealth through body.,"[Mock Translation (Tamil -> English)]: Translated version of 'அறம் தீய உய்க்கும்
யாக்கை செய்...'","[Mock Translation (Tamil -> English)]: Translated version of 'அறம் தீய உய்க்கும்
யாக்கை செய்...'","[Mock Translation (Tamil -> English)]: Translated version of 'அறம் தீய உய்க்கும்
யாக்கை செய்...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
